Date,Adj Close,Close,High,Low,Open,Volume
2005-11-14,84.48619842529297,123.69000244140625,124.0199966430664,123.37999725341797,123.79000091552734,45092200
2005-11-15,84.1788330078125,123.23999786376953,124.08999633789062,122.86000061035156,123.55000305175781,69592500
2005-11-16,84.34954833984375,123.48999786376953,123.55000305175781,122.9800033569336,123.37000274658203,51133000
2005-11-17,85.13511657714844,124.63999938964844,124.6500015258789,123.13999938964844,123.68000030517578,55717500
2005-11-18,85.46980285644531,125.12999725341797,125.27999877929688,124.33000183105469,125.05999755859375,72437200
2005-11-21,85.90010070800781,125.76000213623047,125.91000366210938,124.9800033569336,125.1500015258789,50021200
2005-11-22,86.2689437866211,126.30000305175781,126.5199966430664,125.41999816894531,125.55999755859375,66438800
2005-11-23,86.76756286621094,127.02999877929688,127.41000366210938,126.20999908447266,126.25,50854700
2005-11-25,86.83586120605469,127.12999725341797,127.22000122070312,126.80999755859375,126.9800033569336,15270000
2005-11-28,86.22114562988281,126.2300033569336,127.2699966430664,126.04000091552734,127.25,54498500
2005-11-29,86.12548065185547,126.08999633789062,126.9800033569336,126.08999633789062,126.6500015258789,51738900
2005-11-30,85.6610107421875,125.41000366210938,126.5199966430664,125.29000091552734,126.16000366210938,56007200
2005-12-01,86.53533172607422,126.69000244140625,127.02999877929688,125.9800033569336,126.0199966430664,65468200
2005-12-02,86.64462280273438,126.8499984741211,127.08000183105469,126.5,126.7699966430664,46699400
2005-12-05,86.460205078125,126.58000183105469,126.7300033569336,126.18000030517578,126.69999694824219,59273400
2005-12-06,86.6241226196289,126.81999969482422,127.73999786376953,126.62999725341797,127.05000305175781,57935200
2005-12-07,86.1186294555664,126.08000183105469,126.87000274658203,125.68000030517578,126.7699966430664,66816500
2005-12-08,86.06401824951172,126.0,126.81999969482422,125.4800033569336,126.22000122070312,62608600
2005-12-09,86.2894287109375,126.33000183105469,126.77999877929688,125.81999969482422,126.16000366210938,50744500
2005-12-12,86.37136840820312,126.44999694824219,126.86000061035156,125.95999908447266,126.70999908447266,48389900
2005-12-13,86.95880889892578,127.30999755859375,127.69999694824219,126.29000091552734,126.41999816894531,88630900
2005-12-14,87.30035400390625,127.80999755859375,128.08999633789062,127.13999938964844,127.19000244140625,64375000
2005-12-15,87.0476303100586,127.44000244140625,128.0,127.18000030517578,127.83999633789062,55900300
2005-12-16,86.76744842529297,126.36000061035156,127.36000061035156,126.36000061035156,127.27999877929688,46238300
